,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
22750,2008,1,10,4,629.0,620,713.0,710,WN,1486,N636WN,104.0,110.0,93.0,3.0,9.0,DAL,ABQ,580,4.0,7.0,0,N,0,,,,,
22752,2008,1,10,4,1911.0,1855,2001.0,1945,WN,2027,N652SW,110.0,110.0,95.0,16.0,16.0,DAL,ABQ,580,4.0,11.0,0,N,0,1.0,0.0,0.0,0.0,15.0
22755,2008,1,10,4,1423.0,1410,1549.0,1520,WN,510,N245WN,86.0,70.0,52.0,29.0,13.0,DAL,AMA,324,5.0,29.0,0,N,0,13.0,0.0,16.0,0.0,0.0
22759,2008,1,10,4,1232.0,1225,1336.0,1335,WN,2177,N523SW,64.0,70.0,53.0,1.0,7.0,DAL,AMA,324,4.0,7.0,0,N,0,,,,,
22761,2008,1,10,4,2108.0,2050,2219.0,2200,WN,3409,N525SW,71.0,70.0,55.0,19.0,18.0,DAL,AMA,324,3.0,13.0,0,N,0,18.0,0.0,1.0,0.0,0.0
22766,2008,1,10,4,1428.0,1400,1536.0,1450,WN,700,N309SW,68.0,50.0,36.0,46.0,28.0,DAL,AUS,189,4.0,28.0,0,N,0,6.0,0.0,18.0,0.0,22.0
22768,2008,1,10,4,1948.0,1935,2033.0,2025,WN,1312,N520SW,45.0,50.0,33.0,8.0,13.0,DAL,AUS,189,3.0,9.0,0,N,0,,,,,
22770,2008,1,10,4,1828.0,1810,1914.0,1900,WN,1760,N608SW,46.0,50.0,35.0,14.0,18.0,DAL,AUS,189,4.0,7.0,0,N,0,,,,,
22782,2008,1,10,4,1714.0,1650,1753.0,1735,WN,2361,N618WN,99.0,105.0,83.0,18.0,24.0,DAL,ELP,562,3.0,13.0,0,N,0,0.0,0.0,0.0,0.0,18.0
22791,2008,1,10,4,1111.0,1100,1207.0,1200,WN,19,N521SW,56.0,60.0,45.0,7.0,11.0,DAL,HOU,239,3.0,8.0,0,N,0,,,,,
22798,2008,1,10,4,1512.0,1430,,1530,WN,33,N527SW,,60.0,,,42.0,DAL,HOU,239,,22.0,0,N,1,,,,,
22804,2008,1,10,4,1738.0,1730,1836.0,1830,WN,45,N692SW,58.0,60.0,44.0,6.0,8.0,DAL,HOU,239,4.0,10.0,0,N,0,,,,,
22806,2008,1,10,4,1921.0,1830,2019.0,1930,WN,49,N363SW,58.0,60.0,44.0,49.0,51.0,DAL,HOU,239,2.0,12.0,0,N,0,26.0,0.0,0.0,0.0,23.0
22816,2008,1,10,4,1558.0,1515,1658.0,1620,WN,32,N373SW,60.0,65.0,48.0,38.0,43.0,DAL,LBB,293,3.0,9.0,0,N,0,3.0,0.0,0.0,0.0,35.0
22819,2008,1,10,4,2107.0,2045,2209.0,2150,WN,54,N689SW,62.0,65.0,49.0,19.0,22.0,DAL,LBB,293,3.0,10.0,0,N,0,10.0,0.0,0.0,0.0,9.0
22821,2008,1,10,4,1031.0,1025,1129.0,1130,WN,573,N740SW,58.0,65.0,48.0,-1.0,6.0,DAL,LBB,293,3.0,7.0,0,N,0,,,,,
22826,2008,1,10,4,1440.0,1430,1555.0,1530,WN,438,N662SW,75.0,60.0,42.0,25.0,10.0,DAL,LIT,296,5.0,28.0,0,N,0,10.0,0.0,15.0,0.0,0.0
22842,2008,1,10,4,657.0,650,810.0,805,WN,432,N689SW,73.0,75.0,61.0,5.0,7.0,DAL,MSY,437,4.0,8.0,0,N,0,,,,,
22843,2008,1,10,4,2024.0,2015,2138.0,2130,WN,688,N505SW,74.0,75.0,62.0,8.0,9.0,DAL,MSY,437,3.0,9.0,0,N,0,,,,,
22846,2008,1,10,4,1844.0,1835,2004.0,1950,WN,2624,N310SW,80.0,75.0,63.0,14.0,9.0,DAL,MSY,437,4.0,13.0,0,N,0,,,,,
22849,2008,1,10,4,1516.0,1510,1613.0,1600,WN,303,N329SW,57.0,50.0,32.0,13.0,6.0,DAL,OKC,181,3.0,22.0,0,N,0,,,,,
22850,2008,1,10,4,2027.0,1945,2116.0,2035,WN,460,N511SW,49.0,50.0,33.0,41.0,42.0,DAL,OKC,181,4.0,12.0,0,N,0,40.0,0.0,0.0,0.0,1.0
22851,2008,1,10,4,1847.0,1800,1943.0,1850,WN,900,N222WN,56.0,50.0,35.0,53.0,47.0,DAL,OKC,181,3.0,18.0,0,N,0,0.0,0.0,6.0,0.0,47.0
22853,2008,1,10,4,1953.0,1935,2049.0,2035,WN,426,N355SW,56.0,60.0,43.0,14.0,18.0,DAL,SAT,248,5.0,8.0,0,N,0,,,,,
22860,2008,1,10,4,1623.0,1605,1731.0,1705,WN,1940,N652SW,68.0,60.0,51.0,26.0,18.0,DAL,SAT,248,3.0,14.0,0,N,0,18.0,0.0,8.0,0.0,0.0
22861,2008,1,10,4,1356.0,1350,1458.0,1450,WN,2101,N250WN,62.0,60.0,44.0,8.0,6.0,DAL,SAT,248,4.0,14.0,0,N,0,,,,,
22869,2008,1,10,4,1837.0,1800,2009.0,1935,WN,141,N373SW,92.0,95.0,77.0,34.0,37.0,DAL,STL,546,4.0,11.0,0,N,0,5.0,0.0,0.0,0.0,29.0
22872,2008,1,10,4,2027.0,1905,2209.0,2040,WN,1156,N683SW,102.0,95.0,84.0,89.0,82.0,DAL,STL,546,3.0,15.0,0,N,0,0.0,0.0,7.0,0.0,82.0
22888,2008,1,10,4,1616.0,1555,1930.0,1920,WN,1262,N341SW,134.0,145.0,121.0,10.0,21.0,DEN,BNA,1013,6.0,7.0,0,N,0,,,,,
22895,2008,1,10,4,1935.0,1925,2233.0,2245,WN,2907,N682SW,118.0,140.0,107.0,-12.0,10.0,DEN,HOU,883,2.0,9.0,0,N,0,,,,,
22898,2008,1,10,4,1639.0,1620,1733.0,1715,WN,510,N245WN,114.0,115.0,98.0,18.0,19.0,DEN,LAS,629,4.0,12.0,0,N,0,0.0,0.0,0.0,0.0,18.0
22899,2008,1,10,4,2051.0,2010,2144.0,2105,WN,900,N222WN,113.0,115.0,94.0,39.0,41.0,DEN,LAS,629,6.0,13.0,0,N,0,0.0,0.0,0.0,0.0,39.0
22902,2008,1,10,4,1445.0,1425,1535.0,1525,WN,3328,N223WN,110.0,120.0,94.0,10.0,20.0,DEN,LAS,629,5.0,11.0,0,N,0,,,,,
22905,2008,1,10,4,1841.0,1825,2102.0,2055,WN,1568,N437WN,81.0,90.0,68.0,7.0,16.0,DEN,MCI,533,4.0,9.0,0,N,0,,,,,
22907,2008,1,10,4,1705.0,1635,2227.0,2200,WN,706,N684WN,202.0,205.0,187.0,27.0,30.0,DEN,MCO,1545,4.0,11.0,0,N,0,0.0,0.0,0.0,0.0,27.0
22909,2008,1,10,4,631.0,625,929.0,945,WN,223,N491WN,118.0,140.0,106.0,-16.0,6.0,DEN,MDW,895,2.0,10.0,0,N,0,,,,,
22918,2008,1,10,4,1847.0,1805,2032.0,1955,WN,1063,N299WN,165.0,170.0,145.0,37.0,42.0,DEN,OAK,957,5.0,15.0,0,N,0,5.0,0.0,0.0,0.0,32.0
22919,2008,1,10,4,2121.0,2115,2303.0,2305,WN,2821,N283WN,162.0,170.0,146.0,-2.0,6.0,DEN,OAK,957,5.0,11.0,0,N,0,,,,,
22921,2008,1,10,4,1428.0,1405,1648.0,1630,WN,1760,N608SW,80.0,85.0,67.0,18.0,23.0,DEN,OKC,495,4.0,9.0,0,N,0,3.0,0.0,0.0,0.0,15.0
22922,2008,1,10,4,1149.0,1140,1328.0,1335,WN,123,N468WN,99.0,115.0,88.0,-7.0,9.0,DEN,PHX,602,4.0,7.0,0,N,0,,,,,
22923,2008,1,10,4,1849.0,1825,2032.0,2020,WN,381,N387SW,103.0,115.0,89.0,12.0,24.0,DEN,PHX,602,6.0,8.0,0,N,0,,,,,
22929,2008,1,10,4,2018.0,2005,2212.0,2205,WN,977,N392SW,174.0,180.0,159.0,7.0,13.0,DEN,SEA,1024,7.0,8.0,0,N,0,,,,,
22931,2008,1,10,4,1624.0,1615,1819.0,1815,WN,2124,N624SW,175.0,180.0,162.0,4.0,9.0,DEN,SEA,1024,4.0,9.0,0,N,0,,,,,
22935,2008,1,10,4,930.0,910,1058.0,1055,WN,2360,N386SW,88.0,105.0,73.0,3.0,20.0,DEN,SLC,391,2.0,13.0,0,N,0,,,,,
22936,2008,1,10,4,2144.0,2050,2308.0,2215,WN,3331,N700GS,84.0,85.0,72.0,53.0,54.0,DEN,SLC,391,3.0,9.0,0,N,0,0.0,0.0,0.0,13.0,40.0
22939,2008,1,10,4,1710.0,1635,1751.0,1705,WN,570,N503SW,101.0,90.0,89.0,46.0,35.0,DTW,BNA,457,5.0,7.0,0,N,0,0.0,0.0,11.0,0.0,35.0
22940,2008,1,10,4,1348.0,1325,1510.0,1355,WN,3136,N340LV,142.0,90.0,118.0,75.0,23.0,DTW,BNA,457,5.0,19.0,0,N,0,4.0,0.0,52.0,0.0,19.0
22942,2008,1,10,4,704.0,655,830.0,815,WN,3054,N273WN,86.0,80.0,70.0,15.0,9.0,DTW,BWI,408,6.0,10.0,0,N,0,0.0,9.0,6.0,0.0,0.0
22946,2008,1,10,4,1652.0,1605,1924.0,1845,WN,1515,N488WN,152.0,160.0,136.0,39.0,47.0,DTW,MCO,957,9.0,7.0,0,N,0,0.0,0.0,0.0,0.0,39.0
22948,2008,1,10,4,1451.0,1435,1456.0,1440,WN,49,N502SW,65.0,65.0,50.0,16.0,16.0,DTW,MDW,229,3.0,12.0,0,N,0,0.0,0.0,16.0,0.0,0.0
22949,2008,1,10,4,1800.0,1715,1809.0,1725,WN,581,N482WN,69.0,70.0,52.0,44.0,45.0,DTW,MDW,229,6.0,11.0,0,N,0,3.0,0.0,0.0,0.0,41.0
22951,2008,1,10,4,2017.0,1930,2025.0,1940,WN,1023,N343SW,68.0,70.0,52.0,45.0,47.0,DTW,MDW,229,5.0,11.0,0,N,0,45.0,0.0,0.0,0.0,0.0
22954,2008,1,10,4,2104.0,2050,2109.0,2055,WN,3491,N333SW,65.0,65.0,50.0,14.0,14.0,DTW,MDW,229,5.0,10.0,0,N,0,,,,,
22957,2008,1,10,4,1913.0,1205,,1245,WN,1679,N480WN,,100.0,,,428.0,DTW,STL,440,,15.0,0,N,1,,,,,
22964,2008,1,10,4,2055.0,2045,2314.0,2310,WN,1671,N224WN,79.0,85.0,66.0,4.0,10.0,ELP,AUS,528,4.0,9.0,0,N,0,,,,,
22968,2008,1,10,4,1736.0,1610,2008.0,1840,WN,1156,N683SW,92.0,90.0,79.0,88.0,86.0,ELP,DAL,562,4.0,9.0,0,N,0,86.0,0.0,2.0,0.0,0.0
22983,2008,1,10,4,914.0,810,1033.0,930,WN,502,N315SW,79.0,80.0,64.0,63.0,64.0,ELP,PHX,347,5.0,10.0,0,N,0,0.0,0.0,63.0,0.0,0.0
22987,2008,1,10,4,1819.0,1755,1934.0,1910,WN,2361,N618WN,75.0,75.0,55.0,24.0,24.0,ELP,PHX,347,5.0,15.0,0,N,0,6.0,0.0,0.0,0.0,18.0
22992,2008,1,10,4,1154.0,1145,1419.0,1405,WN,3419,N237WN,85.0,80.0,70.0,14.0,9.0,ELP,SAT,496,4.0,11.0,0,N,0,,,,,
23008,2008,1,10,4,1742.0,1735,1902.0,1850,WN,3428,N470WN,80.0,75.0,51.0,12.0,7.0,FLL,JAX,318,7.0,22.0,0,N,0,,,,,
23012,2008,1,10,4,1525.0,1515,1615.0,1615,WN,365,N389SW,50.0,60.0,36.0,0.0,10.0,FLL,MCO,178,4.0,10.0,0,N,0,,,,,
23025,2008,1,10,4,2008.0,1905,2251.0,2150,WN,3223,N340LV,163.0,165.0,134.0,61.0,63.0,FLL,PHL,992,8.0,21.0,0,N,0,3.0,0.0,0.0,0.0,58.0
23027,2008,1,10,4,1827.0,1810,2013.0,2010,WN,2889,N717SA,166.0,180.0,145.0,3.0,17.0,FLL,STL,1056,4.0,17.0,0,N,0,,,,,
23036,2008,1,10,4,1917.0,1830,2013.0,1930,WN,3596,N248WN,56.0,60.0,39.0,43.0,47.0,FLL,TPA,197,4.0,13.0,0,N,0,5.0,0.0,0.0,0.0,38.0
23039,2008,1,10,4,1725.0,1645,1924.0,1845,WN,1403,N314SW,59.0,60.0,42.0,39.0,40.0,GEG,BOI,287,3.0,14.0,0,N,0,0.0,0.0,0.0,0.0,39.0
23043,2008,1,10,4,1435.0,1420,1651.0,1630,WN,2208,N410WN,136.0,130.0,121.0,21.0,15.0,GEG,OAK,723,4.0,11.0,0,N,0,0.0,0.0,6.0,0.0,15.0
23046,2008,1,10,4,1947.0,1915,2102.0,2025,WN,2890,N361SW,75.0,70.0,50.0,37.0,32.0,GEG,PDX,279,17.0,8.0,0,N,0,0.0,0.0,5.0,0.0,32.0
23051,2008,1,10,4,1714.0,1705,1814.0,1805,WN,3589,N695SW,60.0,60.0,43.0,9.0,9.0,GEG,SEA,224,5.0,12.0,0,N,0,,,,,
23053,2008,1,10,4,2012.0,1910,2117.0,2025,WN,823,N416WN,125.0,135.0,114.0,52.0,62.0,HOU,ABQ,759,3.0,8.0,0,N,0,2.0,0.0,0.0,0.0,50.0
23057,2008,1,10,4,2130.0,2105,2216.0,2150,WN,570,N503SW,46.0,45.0,30.0,26.0,25.0,HOU,AUS,148,7.0,9.0,0,N,0,0.0,0.0,1.0,0.0,25.0
23059,2008,1,10,4,1342.0,1330,1423.0,1415,WN,2124,N624SW,41.0,45.0,28.0,8.0,12.0,HOU,AUS,148,3.0,10.0,0,N,0,,,,,
23066,2008,1,10,4,2033.0,1950,2208.0,2135,WN,49,N363SW,95.0,105.0,83.0,33.0,43.0,HOU,BNA,670,5.0,7.0,0,N,0,0.0,0.0,0.0,0.0,33.0
23085,2008,1,10,4,912.0,900,1007.0,955,WN,12,N375SW,55.0,55.0,40.0,12.0,12.0,HOU,DAL,239,5.0,10.0,0,N,0,,,,,
23093,2008,1,10,4,1442.0,1400,1535.0,1455,WN,32,N373SW,53.0,55.0,41.0,40.0,42.0,HOU,DAL,239,3.0,9.0,0,N,0,18.0,0.0,0.0,0.0,22.0
23095,2008,1,10,4,1508.0,1500,1559.0,1555,WN,36,N521SW,51.0,55.0,40.0,4.0,8.0,HOU,DAL,239,3.0,8.0,0,N,0,,,,,
23108,2008,1,10,4,2207.0,2200,2300.0,2255,WN,64,N205WN,53.0,55.0,41.0,5.0,7.0,HOU,DAL,239,3.0,9.0,0,N,0,,,,,
23110,2008,1,10,4,1318.0,1310,1441.0,1440,WN,689,N445WN,143.0,150.0,125.0,1.0,8.0,HOU,DEN,883,8.0,10.0,0,N,0,,,,,
23114,2008,1,10,4,2022.0,2015,2115.0,2115,WN,218,N512SW,113.0,120.0,99.0,0.0,7.0,HOU,ELP,677,5.0,9.0,0,N,0,,,,,
23117,2008,1,10,4,932.0,920,1244.0,1245,WN,1665,N232WN,132.0,145.0,121.0,-1.0,12.0,HOU,FLL,957,4.0,7.0,0,N,0,,,,,
23120,2008,1,10,4,1229.0,1220,1331.0,1320,WN,19,N521SW,62.0,60.0,49.0,11.0,9.0,HOU,HRL,276,4.0,9.0,0,N,0,,,,,
23128,2008,1,10,4,717.0,705,828.0,810,WN,534,N371SW,71.0,65.0,59.0,18.0,12.0,HOU,JAN,359,2.0,10.0,0,N,0,12.0,0.0,6.0,0.0,0.0
23129,2008,1,10,4,2058.0,2040,2156.0,2145,WN,2015,N475WN,58.0,65.0,48.0,11.0,18.0,HOU,JAN,359,4.0,6.0,0,N,0,,,,,
23134,2008,1,10,4,753.0,740,905.0,900,WN,1258,N754SW,192.0,200.0,181.0,5.0,13.0,HOU,LAS,1235,3.0,8.0,0,N,0,,,,,
23135,2008,1,10,4,2109.0,2015,2230.0,2135,WN,1950,N349SW,201.0,200.0,186.0,55.0,54.0,HOU,LAS,1235,4.0,11.0,0,N,0,42.0,0.0,1.0,0.0,12.0
23137,2008,1,10,4,826.0,800,1002.0,940,WN,971,N401WN,216.0,220.0,203.0,22.0,26.0,HOU,LAX,1390,4.0,9.0,0,N,0,0.0,0.0,0.0,0.0,22.0
23140,2008,1,10,4,1332.0,1325,1439.0,1435,WN,588,N235WN,67.0,70.0,50.0,4.0,7.0,HOU,LIT,393,4.0,13.0,0,N,0,,,,,
23152,2008,1,10,4,1755.0,1730,2003.0,2000,WN,2174,N371SW,128.0,150.0,117.0,3.0,25.0,HOU,MDW,937,2.0,9.0,0,N,0,,,,,
23154,2008,1,10,4,954.0,940,1154.0,1205,WN,2974,N274WN,120.0,145.0,107.0,-11.0,14.0,HOU,MDW,937,3.0,10.0,0,N,0,,,,,
23158,2008,1,10,4,1025.0,1005,1128.0,1105,WN,521,N353SW,63.0,60.0,51.0,23.0,20.0,HOU,MSY,303,3.0,9.0,0,N,0,20.0,0.0,3.0,0.0,0.0
23160,2008,1,10,4,1127.0,1115,1230.0,1215,WN,788,N442WN,63.0,60.0,51.0,15.0,12.0,HOU,MSY,303,3.0,9.0,0,N,0,0.0,0.0,3.0,0.0,12.0
23162,2008,1,10,4,2037.0,2015,2134.0,2110,WN,1257,N325SW,57.0,55.0,46.0,24.0,22.0,HOU,MSY,303,3.0,8.0,0,N,0,13.0,0.0,2.0,0.0,9.0
23163,2008,1,10,4,646.0,640,754.0,740,WN,1317,N611SW,68.0,60.0,46.0,14.0,6.0,HOU,MSY,303,3.0,19.0,0,N,0,,,,,
23167,2008,1,10,4,940.0,930,1201.0,1145,WN,2011,N408WN,261.0,255.0,247.0,16.0,10.0,HOU,OAK,1642,2.0,12.0,0,N,0,10.0,0.0,6.0,0.0,0.0
23170,2008,1,10,4,1901.0,1715,2018.0,1835,WN,1230,N692SW,77.0,80.0,65.0,103.0,106.0,HOU,OKC,419,4.0,8.0,0,N,0,76.0,0.0,0.0,0.0,27.0
23171,2008,1,10,4,926.0,900,1033.0,1015,WN,1916,N519SW,67.0,75.0,57.0,18.0,26.0,HOU,OKC,419,3.0,7.0,0,N,0,0.0,0.0,0.0,0.0,18.0
23172,2008,1,10,4,1532.0,1520,1955.0,1930,WN,31,N291WN,203.0,190.0,186.0,25.0,12.0,HOU,PHL,1335,6.0,11.0,0,N,0,2.0,0.0,13.0,0.0,10.0
23174,2008,1,10,4,952.0,920,1132.0,1115,WN,1481,N437WN,160.0,175.0,149.0,17.0,32.0,HOU,PHX,1020,4.0,7.0,0,N,0,0.0,0.0,0.0,0.0,17.0
23181,2008,1,10,4,1933.0,1915,2034.0,2005,WN,186,N359SW,61.0,50.0,38.0,29.0,18.0,HOU,SAT,192,4.0,19.0,0,N,0,0.0,0.0,11.0,0.0,18.0
23183,2008,1,10,4,857.0,840,950.0,930,WN,626,N522SW,53.0,50.0,39.0,20.0,17.0,HOU,SAT,192,4.0,10.0,0,N,0,6.0,0.0,3.0,0.0,11.0
23184,2008,1,10,4,2118.0,2055,2211.0,2145,WN,1410,N643SW,53.0,50.0,40.0,26.0,23.0,HOU,SAT,192,4.0,9.0,0,N,0,0.0,0.0,3.0,0.0,23.0
23186,2008,1,10,4,1527.0,1505,1620.0,1600,WN,2436,N371SW,53.0,55.0,37.0,20.0,22.0,HOU,SAT,192,3.0,13.0,0,N,0,0.0,0.0,0.0,0.0,20.0
23187,2008,1,10,4,1726.0,1715,1815.0,1810,WN,3321,N258WN,49.0,55.0,35.0,5.0,11.0,HOU,SAT,192,3.0,11.0,0,N,0,,,,,
23193,2008,1,10,4,1937.0,1855,2234.0,2155,WN,45,N611SW,117.0,120.0,96.0,39.0,42.0,HOU,TPA,781,4.0,17.0,0,N,0,33.0,0.0,0.0,0.0,6.0
23195,2008,1,10,4,1115.0,1105,1403.0,1405,WN,968,N522SW,108.0,120.0,95.0,-2.0,10.0,HOU,TPA,781,4.0,9.0,0,N,0,,,,,
23219,2008,1,10,4,1532.0,1505,1629.0,1605,WN,1662,N459WN,117.0,120.0,101.0,24.0,27.0,IAD,MDW,577,5.0,11.0,0,N,0,5.0,0.0,0.0,0.0,19.0
23220,2008,1,10,4,941.0,930,1030.0,1030,WN,2019,N688SW,109.0,120.0,96.0,0.0,11.0,IAD,MDW,577,5.0,8.0,0,N,0,,,,,
23227,2008,1,10,4,1842.0,1830,1937.0,1940,WN,509,N219WN,235.0,250.0,222.0,-3.0,12.0,IND,LAS,1591,3.0,10.0,0,N,0,,,,,
23232,2008,1,10,4,1531.0,1510,1747.0,1725,WN,1333,N348SW,136.0,135.0,119.0,22.0,21.0,IND,MCO,828,7.0,10.0,0,N,0,0.0,0.0,1.0,0.0,21.0
23233,2008,1,10,4,1446.0,1430,1435.0,1425,WN,829,N242WN,49.0,55.0,36.0,10.0,16.0,IND,MDW,162,4.0,9.0,0,N,0,,,,,
23237,2008,1,10,4,1509.0,1425,1700.0,1625,WN,675,N671SW,231.0,240.0,215.0,35.0,44.0,IND,PHX,1489,4.0,12.0,0,N,0,6.0,0.0,0.0,0.0,29.0
23239,2008,1,10,4,1316.0,1255,1524.0,1510,WN,4,N217JC,128.0,135.0,114.0,14.0,21.0,IND,TPA,838,4.0,10.0,0,N,0,,,,,
23243,2008,1,10,4,1903.0,1840,2016.0,1950,WN,717,N261WN,73.0,70.0,62.0,26.0,23.0,ISP,BWI,220,5.0,6.0,0,N,0,23.0,0.0,3.0,0.0,0.0
23244,2008,1,10,4,1049.0,1030,1205.0,1140,WN,1244,N328SW,76.0,70.0,56.0,25.0,19.0,ISP,BWI,220,6.0,14.0,0,N,0,0.0,0.0,6.0,0.0,19.0
23258,2008,1,10,4,1706.0,1650,1826.0,1815,WN,422,N703SW,140.0,145.0,132.0,11.0,16.0,ISP,MDW,765,2.0,6.0,0,N,0,,,,,
23259,2008,1,10,4,1121.0,1105,1238.0,1230,WN,1837,N211WN,137.0,145.0,122.0,8.0,16.0,ISP,MDW,765,4.0,11.0,0,N,0,,,,,
23262,2008,1,10,4,1753.0,1725,2044.0,2030,WN,2175,N236WN,171.0,185.0,150.0,14.0,28.0,ISP,PBI,1052,5.0,16.0,0,N,0,,,,,
23268,2008,1,10,4,843.0,830,1147.0,1140,WN,534,N371SW,124.0,130.0,112.0,7.0,13.0,JAN,BWI,888,4.0,8.0,0,N,0,,,,,
23269,2008,1,10,4,1442.0,1435,1746.0,1745,WN,3244,N450WN,124.0,130.0,112.0,1.0,7.0,JAN,BWI,888,3.0,9.0,0,N,0,,,,,
23270,2008,1,10,4,1754.0,1730,1914.0,1850,WN,186,N359SW,80.0,80.0,72.0,24.0,24.0,JAN,HOU,359,2.0,6.0,0,N,0,0.0,0.0,0.0,0.0,24.0
23271,2008,1,10,4,650.0,615,808.0,735,WN,971,N401WN,78.0,80.0,68.0,33.0,35.0,JAN,HOU,359,2.0,8.0,0,N,0,33.0,0.0,0.0,0.0,0.0
23283,2008,1,10,4,1454.0,1440,1642.0,1625,WN,1331,N328SW,108.0,105.0,89.0,17.0,14.0,JAX,BWI,663,5.0,14.0,0,N,0,0.0,0.0,3.0,0.0,14.0
23306,2008,1,10,4,1930.0,1915,2144.0,2140,WN,2457,N730SW,74.0,85.0,57.0,4.0,15.0,LAS,ABQ,487,5.0,12.0,0,N,0,,,,,
23310,2008,1,10,4,2052.0,2015,111.0,50,WN,2021,N736SA,139.0,155.0,125.0,21.0,37.0,LAS,AUS,1090,4.0,10.0,0,N,0,0.0,0.0,1.0,0.0,20.0
23312,2008,1,10,4,1829.0,1640,202.0,25,WN,1018,N429WN,273.0,285.0,247.0,97.0,109.0,LAS,BDL,2298,6.0,20.0,0,N,0,0.0,0.0,0.0,0.0,97.0
23316,2008,1,10,4,1509.0,1440,2031.0,2010,WN,2032,N271WN,202.0,210.0,177.0,21.0,29.0,LAS,BNA,1588,7.0,18.0,0,N,0,0.0,0.0,0.0,0.0,21.0
23323,2008,1,10,4,1748.0,1740,1850.0,1840,WN,391,N259WN,62.0,60.0,46.0,10.0,8.0,LAS,BUR,223,3.0,13.0,0,N,0,,,,,
23325,2008,1,10,4,2112.0,2055,2216.0,2155,WN,815,N346SW,64.0,60.0,46.0,21.0,17.0,LAS,BUR,223,2.0,16.0,0,N,0,6.0,0.0,4.0,0.0,11.0
23326,2008,1,10,4,1924.0,1910,2018.0,2010,WN,1072,N302SW,54.0,60.0,44.0,8.0,14.0,LAS,BUR,223,1.0,9.0,0,N,0,,,,,
23327,2008,1,10,4,1404.0,1355,1506.0,1500,WN,1328,N368SW,62.0,65.0,45.0,6.0,9.0,LAS,BUR,223,2.0,15.0,0,N,0,,,,,
23329,2008,1,10,4,1256.0,1250,1357.0,1355,WN,1838,N510SW,61.0,65.0,44.0,2.0,6.0,LAS,BUR,223,2.0,15.0,0,N,0,,,,,
23330,2008,1,10,4,1639.0,1630,1749.0,1740,WN,2284,N729SW,70.0,70.0,46.0,9.0,9.0,LAS,BUR,223,2.0,22.0,0,N,0,,,,,
23332,2008,1,10,4,1240.0,1220,1337.0,1325,WN,2874,N621SW,57.0,65.0,43.0,12.0,20.0,LAS,BUR,223,2.0,12.0,0,N,0,,,,,
23335,2008,1,10,4,1742.0,1730,52.0,50,WN,2632,N463WN,250.0,260.0,228.0,2.0,12.0,LAS,BWI,2106,4.0,18.0,0,N,0,,,,,
23336,2008,1,10,4,1254.0,1245,2008.0,2015,WN,3759,N740SW,254.0,270.0,235.0,-7.0,9.0,LAS,BWI,2106,4.0,15.0,0,N,0,,,,,
23342,2008,1,10,4,2133.0,2115,13.0,5,WN,632,N460WN,100.0,110.0,74.0,8.0,18.0,LAS,DEN,629,6.0,20.0,0,N,0,,,,,
23343,2008,1,10,4,1340.0,1315,1646.0,1610,WN,706,N684WN,126.0,115.0,84.0,36.0,25.0,LAS,DEN,629,5.0,37.0,0,N,0,0.0,0.0,11.0,0.0,25.0
23346,2008,1,10,4,1609.0,1600,1858.0,1900,WN,2907,N682SW,109.0,120.0,82.0,-2.0,9.0,LAS,DEN,629,6.0,21.0,0,N,0,,,,,
23350,2008,1,10,4,1659.0,1620,1926.0,1850,WN,2803,N361SW,147.0,150.0,127.0,36.0,39.0,LAS,GEG,806,3.0,17.0,0,N,0,36.0,0.0,0.0,0.0,0.0
23354,2008,1,10,4,2033.0,2010,109.0,55,WN,3746,N396SW,156.0,165.0,145.0,14.0,23.0,LAS,HOU,1235,2.0,9.0,0,N,0,,,,,
23356,2008,1,10,4,2051.0,1820,306.0,55,WN,1924,N448WN,195.0,215.0,177.0,131.0,151.0,LAS,IND,1591,9.0,9.0,0,N,0,0.0,0.0,0.0,0.0,131.0
23360,2008,1,10,4,2158.0,2150,2300.0,2255,WN,135,N423WN,62.0,65.0,41.0,5.0,8.0,LAS,LAX,236,10.0,11.0,0,N,0,,,,,
23364,2008,1,10,4,1259.0,1250,1358.0,1355,WN,784,N738CB,59.0,65.0,39.0,3.0,9.0,LAS,LAX,236,7.0,13.0,0,N,0,,,,,
23368,2008,1,10,4,1222.0,1200,1323.0,1310,WN,1928,N475WN,61.0,70.0,41.0,13.0,22.0,LAS,LAX,236,9.0,11.0,0,N,0,,,,,
23369,2008,1,10,4,2014.0,2005,2116.0,2115,WN,2367,N630WN,62.0,70.0,42.0,1.0,9.0,LAS,LAX,236,9.0,11.0,0,N,0,,,,,
23370,2008,1,10,4,2137.0,2120,2244.0,2225,WN,2896,N694SW,67.0,65.0,42.0,19.0,17.0,LAS,LAX,236,5.0,20.0,0,N,0,0.0,0.0,10.0,0.0,9.0
23371,2008,1,10,4,1035.0,1025,1134.0,1135,WN,3655,N297WN,59.0,70.0,40.0,-1.0,10.0,LAS,LAX,236,6.0,13.0,0,N,0,,,,,
